code,water_source_type,inspecting_agency,inspection_date,distance_to_settlement,date_source_established,latitude,longitude,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,berkad_depth,berkad_length,berkad_width,other_source_yield,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,supply_system_condition,supply_system_condition_description,wsc_date_of_establishment,last_intervention_description,last_intervention_date,metadata_tag
DWAWBA046,Dug Well,SWALIM_WSIS,2008-06-02,,,10.2802,43.4124,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA015,Dug Well,SWALIM_WSIS,2008-07-26,,,7.3578,49.6135,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWLU002,Dug Well,SWALIM_WSIS,2008-05-16,,,10.5602,43.2502,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA042,Dug Well,SWALIM_WSIS,2008-06-03,,,9.5014,49.0604,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBYDI001,Dam,SWALIM_WSIS,2009-07-28,,,2.434,42.9822,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBKWA001,Dam,SWALIM_WSIS,2009-08-17,,,3.6875,43.4777,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO078,Dug Well,SWALIM_WSIS,2008-05-31,,,10.0342,43.3433,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO061,Dug Well,SWALIM_WSIS,2008-05-20,,,10.292,43.296,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGGE036,Dug Well,SWALIM_WSIS,2008-12-06,,,9.7214,43.6579,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWZE010,Spring,SWALIM_WSIS,2008-05-16,,,10.5807,43.0316,Yes,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPSNCR008,Spring,SWALIM_WSIS,2008-05-28,,,10.9579,47.2315,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKSNCR005,Berkad,BRCiS,2017-06-01,,,9.7568,47.5305,,,,,140,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BKSNCL002,Berkad,BRCiS,2017-06-01,,,9.967,46.7018,,,,,1128,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
SPAWBO020,Spring,SWALIM_WSIS,2008-06-01,,,10.1729,43.3407,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU031,Dug Well,BRCiS,2017-06-01,,,4.3564,43.9301,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLXU047,Dug Well,SWALIM_WSIS,2008-05-27,,,9.1335,47.7564,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKMDHO009,Berkad,BRCiS,2017-06-01,,,5.2262,48.2502,,,,,370,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWGDBA005,Dug Well,SWALIM_WSIS,2009-10-28,,,2.68,42.15,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBO054,Spring,SWALIM_WSIS,2008-06-15,,,10.7529,49.733,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH011,Dug Well,SWALIM_WSIS,2009-08-09,,,4.1265,46.6694,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO015,Spring,SWALIM_WSIS,2008-06-01,,,10.1067,43.332,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR034,Borehole,SWALIM_WSIS,2008-06-05,,,9.4043,49.5881,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO028,Dug Well,SWALIM_WSIS,2008-05-29,,,11.2841,49.1747,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGSH005,Dug Well,SWALIM_WSIS,2008-06-18,,,9.9293,44.9961,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA012,Dam,SWALIM_WSIS,2008-06-29,,,9.1067,44.4835,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGDLU076,Dug Well,SWALIM_WSIS,2009-10-21,,,3.9,42.9,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCB011,Dug Well,SWALIM_WSIS,2009-07-25,,,6.4331,46.4632,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH005,Dug Well,SWALIM_WSIS,2009-08-09,,,4.198,46.5143,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH042,Dug Well,SWALIM_WSIS,2009-08-19,,,3.7016,47.2186,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKTGOD001,Berkad,SWALIM_WSIS,2008-06-18,,,9.8104,44.8223,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,,3.3592,43.6701,,,Abandoned,,,,,,,,,,,,,,,,,,,,
DWMDHO053,Dug Well,SWALIM_WSIS,2009-04-09,,,5.4364,48.0425,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,,3.1286,43.6603,,,Yes,,,,,,,,,,,,,,,,,,,,
DWNGGA027,Dug Well,SWALIM_WSIS,2008-08-03,,,8.4027,48.4899,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA006,Dam,SWALIM_WSIS,2009-01-10,,,1.723,42.2862,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2015,3.1449,43.654,Yes,,No,,,,,,,,,,,,,,,,,,,,
DWAWBA034,Dug Well,SWALIM_WSIS,2008-05-29,,,10.0271,43.3709,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,,3.2041,43.3867,,,Yes,,,,,,,,,,,,,,,,,,,,
DWAWBA079,Dug Well,SWALIM_WSIS,2008-12-05,,,10.3098,43.8066,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBO034,Spring,SWALIM_WSIS,2008-06-01,,,11.0174,49.1819,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPNGEY023,Spring,SWALIM_WSIS,2008-07-22,,,8.0133,49.9169,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA008,Dug Well,SWALIM_WSIS,2008-05-20,,,8.8603,48.1356,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2013,3.1375,43.6544,No,,No,,,,,,,,,,,,,,,,,,,,
DWSLXU031,Dug Well,SWALIM_WSIS,2008-06-02,,,9.37,47.5024,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGOD004,Dug Well,SWALIM_WSIS,2008-11-06,,,9.3161,44.7598,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH066,Dug Well,SWALIM_WSIS,2009-08-13,,,3.9228,47.4684,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO059,Dug Well,SWALIM_WSIS,2008-06-01,,,10.9207,49.2572,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBA081,Dug Well,SWALIM_WSIS,2008-05-13,,,10.3514,43.9275,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBYQA002,Dam,SWALIM_WSIS,2009-10-17,,,2.7292,42.5909,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPNGGA030,Spring,SWALIM_WSIS,2008-07-14,,,8.8079,48.8909,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMGDBA020,Dam,SWALIM_WSIS,2009-10-28,,,2.5,42.2,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKTGBC047,Berkad,SWALIM_WSIS,2008-06-19,,,9.1963,45.5744,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLXU014,Dug Well,SWALIM_WSIS,2008-05-19,,,8.9333,47.3808,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA002,Dam,SWALIM_WSIS,2009-09-29,,,1.8457,42.2654,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLLA004,Dug Well,SWALIM_WSIS,2008-05-14,,,8.16,47.0458,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA009,Dug Well,SWALIM_WSIS,2008-07-19,,,8.3634,48.417,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA065,Dug Well,SWALIM_WSIS,2008-07-08,,,8.5023,48.7771,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGEY018,Dug Well,SWALIM_WSIS,2008-07-24,,,7.7753,49.825,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA007,Dug Well,SWALIM_WSIS,2008-05-26,,,9.2881,48.1289,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGBC038,Dug Well,SWALIM_WSIS,2008-06-21,,,10.0317,45.9079,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPGDBA002,Spring,SWALIM_WSIS,2009-05-10,,,2.35,42.0681,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKHRBE026,Berkad,SWALIM Archives,2005-02-22,,,4.9502,45.3519,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BKSNCR013,Berkad,BRCiS,2017-06-01,,,10.8232,47.6385,,,,,75,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BKWGHA007,Berkad,SWALIM Archives,2004-03-18,,,9.0263,44.2112,,,,,,,,,,,4.0,17.0,4.2,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DMBYBA009,Dam,SWALIM_WSIS,2009-08-13,,,3.2167,43.5013,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA024,Dug Well,SWALIM_WSIS,2008-08-03,,,8.3982,48.4852,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPSLTA004,Spring,SWALIM_WSIS,2008-05-21,,,9.0903,48.6214,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA009,Dug Well,SWALIM_WSIS,2008-07-28,,,7.0286,49.3828,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHGLDH027,Borehole,SWALIM_WSIS,2009-08-30,,,5.5327,46.3783,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA010,Dug Well,SWALIM_WSIS,2008-07-27,,,7.0618,49.3998,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA015,Dug Well,SWALIM_WSIS,2008-08-03,,,8.3965,48.4769,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA011,Dug Well,SWALIM_WSIS,2008-07-27,,,7.171,49.4721,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA013,Dug Well,SWALIM_WSIS,2008-07-27,,,7.2642,49.5466,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSNLA010,Dug Well,SWALIM_WSIS,2008-06-18,,,11.2684,48.7884,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPSNCR003,Spring,SWALIM_WSIS,2008-05-31,,,10.6214,47.177,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKNGEY001,Berkad,BRCiS,2017-06-01,,,7.9749,49.3979,,,,,30,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BKTGBC036,Berkad,SWALIM_WSIS,2008-06-21,,,8.4205,45.7627,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBA013,Dug Well,SWALIM_WSIS,2009-08-13,, 1/15/1996,3.1977,43.2979,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGGE017,Dug Well,SWALIM_WSIS,2008-06-03,,,9.8325,43.6321,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWZE034,Dug Well,SWALIM_WSIS,2008-05-14,,,11.2573,43.4473,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKTGBC046,Berkad,SWALIM_WSIS,2008-06-19,,,9.1825,45.5807,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH073,Dug Well,SWALIM_WSIS,2009-08-12,,,4.056,47.5253,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPGDBA005,Spring,SWALIM_WSIS,2009-10-28,,,2.6041,42.204,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHMDHO034,Borehole,YME_GSA,2013-06-30,,,5.4278,48.1211,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWBDKA010,Dug Well,FGS_MoEWR,2019-03-16,,10-12-97,2.0513,45.3614,Not_known,,No,,,,,,,No,,,,,,,,,,,,,Strategic Water Sources Survey in Banadir Region – WSS_BA
DWNGGA022,Dug Well,SWALIM_WSIS,2008-08-03,,,8.3982,48.4824,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSLTA027,Dug Well,SWALIM_WSIS,2008-05-21,,,9.0694,48.4592,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA023,Dug Well,SWALIM_WSIS,2008-08-03,,,8.4067,48.4836,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGGE032,Dug Well,SWALIM_WSIS,2008-12-06,,,9.72,43.6517,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGHA122,Dug Well,SWALIM_WSIS,2008-06-29,,,9.1105,44.4825,Yes,,Yes,,,,,,,,,,,,,,,,,,,2007-06-01,Water Sources Inventory Survey – WSIS
DMAWBO003,Dam,SWALIM_WSIS,2008-05-24,,,9.9551,43.2356,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-22,0.0,14/09/2019,2.8095483,45.4835367,yes,,No,"1 year ago, because of the floods ",1890,,,,,,,,,,,no,,poor,It's not working ,,16-Sep-20,Rehabilitation ,
DWNGGA011,Dug Well,SWALIM_WSIS,2008-08-03,,,8.3994,48.4738,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMBKXU019,Dam,SWALIM_WSIS,2009-08-05,, 1/23/1984,4.1875,44.0682,,,Yes,,,,,,,,,,,,,,,,,,,2008-01-23,Water Sources Inventory Survey – WSIS
BKBRIS002,Berkad,BRCiS,2017-06-01,,,9.9781,50.2454,,,,,800,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWNGGA052,Dug Well,SWALIM_WSIS,2008-07-06,,,8.498,48.6251,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,14-03-16,3.1159,43.6471,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
DWTGOD047,Dug Well,SWALIM Archives,2004-07-01,,,9.3349,45.1607,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-25,,,4.22917,44.02273,yes,,Yes,,,,,,,,,,,,,,,fair,,,,,
DWAWBO011,Dug Well,SWALIM_WSIS,2008-05-19,,,10.0468,43.0468,Yes,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRIS002,Spring,SWALIM_WSIS,2008-06-11,,,10.2864,50.2339,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,,29/08/2006,3.814088,43.24393,yes,,Yes,,112,,,,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-18,3.0,,2.866856,43.005717,yes,,Yes,,,,,,,,,,,,,yes,2,fair,,,,,
DWGLCU002,Dug Well,SWALIM_GSA,2016-02-28,,,4.3273,46.616,,,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,,18/10/2003,3.809585,43.240864,yes,,Yes,,91,,,,,,,,,,,,,fair,,,,,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-01,,01/04/2019,8.5796919,46.4102163,yes,,Abandoned,Needed deeply observation about the borehole problem ,,,,,,,,,,,4,no,,,,,,,
,Dam,Somaliland Ministry of Water Resources Development,2022-04-17,0.1,14/08/2019,9.1064922,44.484365,no,10,No,10 months before becouse of the luck of enough rainfall.,2000,1000,0,3000,0.0,,,,,,0,no,,poor,No water unles very small water in  deeper bottoms of the shallow wells.,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,,13/11/1999,3.807203,43.248418,yes,,Yes,,77,,,,,,,,,,,,,poor,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-24,,19/11/1994,3.808702,43.254046,yes,,Yes,,45,,,,,,,,,,,,,fair,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-26,1.0,26/01/2022,9.6491616,44.2580643,yes,,Yes,,250,40,0,500,2.0,,,,,,1,no,,,Good condition of supply system ,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-19,5.0,19/04/2022,1.1113876,44.0269073,yes,,Yes,,500,,,,,,,,,,200,yes,,good,Very good and satisfythe people,,19-Apr-22,Good interview ,
DWBRBA001,Dug Well,SWALIM_WSIS,2008-07-16,,,8.7006,50.0704,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWHRBE016,Dug Well,BRCiS,2017-06-01,,,4.7353,45.2067,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLXU017,Dug Well,SWALIM_WSIS,2008-05-18,,,8.8453,47.3853,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDJA012,Dug Well,SWALIM_WSIS,2008-07-27,,,7.2371,49.5241,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPBRBO030,Spring,SWALIM_WSIS,2008-05-31,,,11.0532,49.175,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPNGEY002,Spring,SWALIM_WSIS,2008-07-21,,,7.9794,49.8189,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BKTGBC040,Berkad,SWALIM_WSIS,2008-06-21,,,8.6857,45.6695,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDHO019,Dug Well,SWALIM_WSIS,2009-07-23,,,6.7048,47.8337,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLCH056,Dug Well,SWALIM_WSIS,2009-08-11,,,3.9395,47.405,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMSNCR002,Dam,Somaliland_MoWRD,2019-10-22,6.2, 3/19/2019,9.8086,48.3189,No,5,Yes,,,,,,,,,,,,2,No,,,Likege, 3/17/2018,,,Strategic Water Sources Survey – WSS_NAT
BHGLDH043,Borehole,FGS_MoEWR,2019-09-15,5.0,11-05-17,5.892,46.6284,Yes,,Yes,,,800,150,201000,0.0,,,,,,3,Yes,28,Good,Very good  condition,,Construction of water tank,2010-10-13,Strategic Water Sources Survey – WSS_NAT
BHBYBA078,Borehole,FGS_MoEWR,2019-08-13,2.0,11-09-16,3.1402,43.6655,No,9,Yes,,,,,,,,,,,,,No,,Good,,,,,Strategic Water Sources Survey – WSS_NAT
DWTGBC031,Dug Well,SWALIM_WSIS,2008-05-15,,,9.3673,45.7625,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDHO014,Dug Well,SWALIM_WSIS,2009-07-22,,,6.5017,47.7224,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWAWBO080,Dug Well,SWALIM_WSIS,2008-06-01,,,10.1051,43.3489,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRBO055,Dug Well,SWALIM_WSIS,2008-05-28,,,11.2895,49.2126,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBU007,Dug Well,SWALIM_WSIS,2009-08-17,,,2.867,43.9031,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGDDO007,Dug Well,BRCiS,2017-06-01,,,4.1676,42.0913,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHMDGD027,Borehole,SWALIM_WSIS,2008-07-23,,,7.1508,47.4351,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHLSAF041,Borehole,SWALIM_GSA,2018-06-06,,01-01-79,2.0608,45.1856,Yes,,No,,0,0,0,0,0.0,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHLSAF102,Borehole,FGS_MoEWR,2018-12-31,,,2.0245,45.2374,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Banadir Region – WSS_BA
BHNGGA012,Borehole,SWALIM_HGS,2011-12-11,,,8.3988,48.4748,,,Yes,,,,,,,,,,,,,,,,,,,2005-07-20,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHNGGA067,Borehole,SWALIM_HGS,2011-12-13,3.5,,8.48847,48.62397,,,Yes,,560,,,,,,,,,,,,,,,,,1989-05-16,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRCA001,Dug Well,SWALIM_WSIS,2008-06-09,,,11.6796,50.4476,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Dam,FGS Ministry of Energy and Water Resources,2022-04-21,,01/01/2011,2.837585,44.022469,no,,No,,4800,,,,,,,,,,,,,fair,,,,,
BHLSAF029,Borehole,SWALIM_GSA,2018-06-06,,01-01-18,2.11,45.1694,Yes,,Yes,,4800,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHLSAF119,Borehole,FGS_MoEWR,2019-01-09,,01-11-14,2.0707,45.3056,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Banadir Region – WSS_BA
BHMDGD029,Borehole,SWALIM_WSIS,2008-07-23,,,7.1531,47.449,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMDHO036,Dug Well,SWALIM_WSIS,2009-07-29,,,5.9924,47.8974,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHMDGK054,Borehole,Puntland_PSAWEN,2014-01-04,,01-06-13,6.8638,47.4348,,,No,,,,,,,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
BHMDGK073,Borehole,Puntland_PSAWEN,2013-12-25,,01-06-06,7.143,47.5314,Yes,,Yes,,250,,,,,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
DWBKTA002,Dug Well,SWALIM_GSA,2017-05-25,,,4.0208,44.3409,No,,Yes,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHMDHO005,Borehole,SWALIM_WSIS,2009-01-09,,,5.6994,47.6363,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLDH047,Dug Well,SWALIM_WSIS,2009-08-02,,,5.7518,46.51,Dont know,,Abandoned,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHMDHO029,Borehole,SWALIM_GSA,2016-02-20,,21-02-11,6.7081,48.0306,No,,No,,600,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHMDHO051,Borehole,SWALIM_GSA,2016-02-16,,16-02-11,5.3184,48.3283,,,No,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHMDHO064,Borehole,YME_GSA,2011-12-01,,,5.7865,47.703,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWBDYA004,Dug Well,FGS_MoEWR,2019-03-18,,10/14/1990,2.0525,45.345,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Banadir Region – WSS_BA
BHMSBA014,Borehole,SWALIM_GSA,2018-06-06,,01-01-81,2.3557,45.3906,Yes,,No,Other,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BKHRBE024,Berkad,BRCiS,2017-06-01,,,5.1433,45.4229,,,,,90,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHNGBU008,Borehole,SWALIM_WSIS,2008-07-21,,,7.6502,47.8346,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHNGGA020,Borehole,SWALIM_WSIS,2008-08-02,,,8.3084,48.5079,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHNGGA033,Borehole,Puntland_PSAWEN,2014-01-15,,01-04-11,8.5054,48.6409,Yes,,Yes,,,200,25,300,3.0,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
